url,category,date_published,headline,news_text
https://nepalbhasatimes.com/48483,कासाख्य:,११४२ यंलाथ्व षष्ठी,भारतयात बुके फइला ?,"थनिं प्यन्हु लिपानिसें दशरथ रंगशालाय् मिस्तय् साफ च्याम्पियनसिप २०२२ न्ह्यायेत्यंगु दु । नेपाःया फुटबलया नितिं लिपांगु छुं ई छतिं बांलानाच्वंगु मदु । अखिल नेपाल फुटबल संघ (एन्फा) य् न्हूगु नेतृत्व वयेवं खालि विवाद हे जक जुयाच्वन, छगू लिपा मेगु । भचासां बांलाःगु ख“ छु धाःसा आः सकसियां मिखा मैदानय् जुइगु फुटबलय् जुइ, मैदानपिनेया फुटबल राजनीतिइ मखु । निवाःया थ्व च्याम्पियनसिपया झ्वलय् फुटबल यःपिंत थुकिं अःपुक हे थःथाय् साला काइगु निश्चित दु ।                                                         थःगु हे भूमिइ जुइत्यंगु थ्व च्याम्पियनसिपयात कयाः न्ह्यसः धयागु छतायां छता हे खः, छु नेपाः थुकिया च्याम्पियन जुइ फइ ला ? थुकिया लिसः हाकनं मेगु छगू न्ह्यसलय् सुलाच्वंगु दु । अले व न्ह्यसः खः, छु नेपाःया टिमं भारतयात बुके फइ ला ? मिस्तय् साफ च्याम्पियनसिपया इतिहास तसकं ताःहाकः मजूनि । सन् २०१० तक जक लिहांवंसा गाः । उबलय् हे खः, दकलय् न्हापांगु मिस्तय् साफ च्याम्पियनसिप जूगु । थ्व धुंकाः न्याक्वः तक जुइ धुंकल । आः जुइगु खुक्वःगु संस्करण खः । थ्व फुक्कं साफय् छतायां छता जक ख“ दु, व खः, भारतया एकछत्र प्रभुत्व । अथे नं दक्षिण एशियाय् भारत हे छगूयां छगू फुटबल महाशक्ति खः । मिस्तय् फुटबलय् ला भारतनाप सुना नं चुनौति बीमफु । उकिं हे ला खः, आः तक गुलिं नं संस्करणया मिस्तय् साफ च्याम्पिनयसिप जुल, उकी भारत हे जक च्याम्पियन जूगु दु । मेपिंसं छुं हे यायेमफु । अनलिं वइ, नेपाःया हे टिम । नेपाः प्यक्वः तकया उप–विजेता खःसा छक्वः बंगलादेश उपविजेता जूगु दु । उकिं नेपाःया मिखां जक मखु, मुक्कं च्याम्पियनसिपयात कयाः नं न्ह्यसः धयाःगु व हे खः, भारतयात सुनां नं बुकेफइ ला ? सन् २०१६ या छगू संस्करणय् नेपाः फाइनल मथ्यं । नेपाः सेमिफाइनलय् हे पराजित जुल । अले व नं भारतनाप हे । संयोग धायेमाः उब्लेया प्रशिक्ष्ँक कुमार थापा हाकनं छक्वः मिस्तय् टिम स्वयेत लिहां वःगु दु । छगू कथं धायेगु खःसा मिस्तय् साफ च्याम्पियनसिपया इतिहासय् कुमार नेपाःया दकलय् असफल प्रशिक्षक खः, छाय्धाःसा वया टिम सेमिफाइनल धुंकाः हे छे“ लिहां वयेमाल । ‘थ्व ल्याखं ला जि असफल प्रशिक्षक हे खः,’ कुमार थुलि धायेत मछाः मजू । तर उकी तनाः धायेगु याः, ‘जिगु निंतिं व सेमिफाइनल नं ला फाइनल हे खः । न्ह्यागु जुइमाः, जि भचा भाग्यमानी प्रशिक्षक खः, छाय्धाःसा जित हाकनं छक्वः मिस्तय् राष्ट्रिय फुटबल टिम स्वयेगु अवसर चूलात । उकिं जि लय्ताः । अले थ्व हे अवसरं जितः नेपाःयात दकलय् न्हापां थःगु हे भूमिइ साफ च्याम्पियनसिप त्याकेगु मेगु अवसर नं बिउगु दु । जिगु दाबी दु, उपाधि त्याकेत फुक्क कथं कुतः याये ।’ थ्व पालय्या संस्करणय् दक्षिण एसियाया न्हय्गुलिं टिमं ब्वति कयाच्वंगु दु । थुकीया न्हापांगु ग्रुप ‘ए’ य् दु, डिफेन्डिङ च्याम्पियन भारतनापं बंगलादेश, माल्दिभ्स व पाकिस्तान । अले निगूगु ग्रुप ‘बी’ दु, नेपाः नापं भुटान व श्रीलंका । मंगलवाः जुइगु न्हापांगु कासाय् नेपाःया टिमं भुटानविरुद्ध म्हिती । निगुलिं ग्रुपं निगू निगू टिम सेमिफाइनलय् थ्यनी, थःगु पुचलय् न्हापांगु निगू थासय् लाःपिं । थ्व ल्याखं सेमिफाइनलय् नेपाःया टिमं बंगलादेश, अले भारतं श्रीलंकाविरुद्ध म्हितीगु खनेदु । थ्व ला छगू अनुमान जक हे खः । छुं न्हि न्ह्यः तकं भारतं म्हितीगु खः अथवा मखु धयागु हे निश्चित मजुयाच्वंगु खः । भारत मवःसा ला नेपाःया टिमं उपाधि हे त्याकीगु जुइ धकाः धयावयाच्वंगु दु । तर भारतया फुटबलय् लानाः च्वंगु फिफाया प्रतिबन्ध मदयेवं वया टिम वइगु निश्चित जूगु खः । हाकनं भारत मदुगु च्याम्पियनसिपय् सुना नं थः च्याम्पियन धकाः दाबी यायेबलय् मज्जा हे छु दइ धकाः ? उकिं प्रशिक्षक कुमारया ख“ थें, भारतं म्हितेगु जुसेलिं थुकिया महŒव हे अप्वःगु दु । अले न्ह्यसः व हे कायम दु, ‘छु भारतयात सुना नं बुके फइ ला ?’ साफ च्याम्पियनसिपय् नेपाःया प्रदर्शन नं थःगु थासय् तसकं बांलाः । भारत त्वताः मेपिं फुकसितं बुकूगु दु । तर भारतयात धाःसा च्याम्पियनसिपया इतिहासय् गुब्लें बुकेफुगु मदुनि । नेपाः व भारत दथुइ आः तक साफ च्याम्पिययनसिपय् न्याक्व कासा जुल, न्याक्वलं भारत हे त्यात । समग्र इतिहासय् नेपाःया टिमं छक्वःयां छक्वः जक भारतयात बुकूगु दु । तर थ्व हे कथंया जित धाःसा च्याम्पियनसिपय् चूमलानी । थुकी हे मेगु छगू नं न्ह्यसः स्वानावइ । नेपाःया टिमं भारतयात बुकेगु सम्भावनाया कारण छु खः ले ? थुकिया निता स्वता लिसः दु । दकलय् न्हापां ला नेपाःयात भारतीय टिमयात बुकेगु आः थे बांलाःगु अवसर हाकनं वइमखु, छाय्धाःसा नेपाः थःगु देशय्, दशरथ रंगशालाय् म्हिताच्वंगु दु । अपार समर्थकतय् दथुइ नेपाःया टिमं भारतयात बुकेफु । अले नेपाःया प्रशिक्षकनिसें कासामितय्त नं ईख छताः दु– भारतयात छक्वः बुकाः च्याम्पियनसिप त्याकेगु । धात्थें, भारतयात बुके फइ ला ? व आः छुं न्हि लिपा हे सीदइ ।"
https://nepalbhasatimes.com/48567,कासाख्य:,११४२ यंलाथ्व एकादशी,नेपालया विजयी सुरुवात,"येँ (नेपालभाषा टाइम्स) – थनिंनिसें येँया दशरथ रंगशालाय् सुरु जूगु खुक्वःगु मिस्तय् साफ च्याम्पियनशीप फुटबलय् नेपालं विजयी सुरुवात याःगु दु । थौं जूगु उलेज्या कासाय् नेपालं भूटानयात ४–० गोलं बुकूगु खः । नेपाःया निंतिं सावित्रा भण्डारीं निगू व अनिता बस्नेतं निगू गोल याःगु खः ।                                                         कासाया १२ औं मिनेटय् भण्डारीं गोल यासें नेपाःयात अग्रता बिउगु खः । साम्बा नामं म्हसिउम्ह भण्डारीया थ्व गोल राष्टिय टिमया निंतिं स्वदँ लिपा याःगु गोल खः । तुतिया चोटया कारणं भण्डारी स्वदँ न्ह्यवनिसें मैदानं पिने लानाच्वंगु खः । तसकं वा वया प्रभावित जूगु कासाय् न्हापांगु हाफय् नेपालं मेगु गोल यायेमफुतसा निगूगु हाफय् भण्डारीं थप छगू व बस्नेत निगू गोल याःगु खः । थौंया कासां अमिसा कार्की, दीप शाही व समिक्ष कार्कीं नेपाःया राष्टिय टिमय् डेब्यु याःगु खः ।"
https://nepalbhasatimes.com/48847,कासाख्य:,११४२ कौलाथ्व पारू ,थिमिइ वडाव्यापी लिग फुटबल,"थिमि(नेपालभाषा टाइम्स)- मध्यपुरथिमि नगरपालिकाया ग्वसालय् वडाव्यापी लिग फुटबल कासा शुरु जूगु दु । मध्यपुरथिमि नगरपालिकाया ग्वसालय् लछिया ‘ मध्यपुरथिमि वडाव्यापी लिग फुटबल कासा’ शुरु जूगु खः ।                                                         मध्यपुर युथ एशोसियसनया संयोजनय् वंगु असोज ८ गतेनिसें शुरु जूगु कासा कात्तिक ७ गतेतक न्ह्याइ । मध्यपुरथिमि नगरपालिकाया प्रमुख सुरेन्द्र श्रेष्ठं राष्टिय व अन्तर्राष्ट्रिय स्तरया कासामि उत्पादन यायेगु उद्देश्यं दँय्दसं थुकथंया वडाव्यापी लिग फुटबल कासा संचालन यायेगु जानकारी बियादिल । थुकथंया कासा ग्वसाः ग्वयाः मध्यपुरथिमियात कासाया ‘हब’या रुपय् विकास यायेगु उपप्रमुख विजय श्रेष्ठं कनादिल । मध्यपुरथिमि नगरपालिकाया वासिन्दां जक ब्वति काये दइगु व प्रत्येक वडापाखें छगू छगू पुचलं ब्वति काये दइगु कासा राउण्ड रोविन लिगकथं जुइ । कासाया संयोजकलिसें एशोसियसनया उपाध्यक्ष अष्टकुमार कवां प्रत्येक टीमं च्यागू कासा म्हितेमाःगु व मुक्कं ३६ गू कासा जुइगु जानकारी बियादिल । एशोसियसन अध्यक्षलिसें पुलांम्ह राष्ट्रिय फुटबल टीमया गोलरक्षक नापं कप्तान उपेन्द्रमान सिंहं विजेतायात ट्रफीलिसें निगू लख न्यय्द्वः, लिउयात छगू लख नीन्याद्वः व लियांलिउयात ख्वीद्वः तका दांलिसें अनुशासित टिमयात फेयर प्ले अवार्डकथं नीन्याद्वः तका बीगु जानकारी बियादिल । अथे हे कासाय् उत्कृष्ट कासायात नीद्वःलिसें उत्कृष्ट गोलरक्षक, मिडफिल्डर, रक्षक, स्ट्राइकरयात झिद्वः, झिद्वः तकालिसें प्रत्येक कासाय् म्यान अफ द म्याचयात ट्रफीया व्यवस्था यानातःगु दु ।"
https://nepalbhasatimes.com/48685,कासाख्य:,११४२ यंलागा चौथी,बार्यन म्युनिख व लिभरपुल त्यात,"एजेन्सी- च्याम्पियन्स लिगय् जर्मन क्लब बार्यन म्युनिख व इंग्लिस क्लब लिभरपुल त्याःगु दु । समूह चरण अन्तर्गत जूगु कासाय् बार्यनं बार्सिलोना व लिभरपुलं आयाक्सयात बुकूगु खः ।                                                         बार्यन म्युनिखं बार्सिलोनायात २–० गोलं बुकूगु खः । बार्यन म्युनिखया घरेलु मैदानय् जूगु कासाय् बार्यनया निंतिं लुकास हर्नान्डेज व लोरी सानें गोल याःगु खः । कासाया निगूगु हाफया ५० औं मिनेटय् हर्नान्डेजं गोल यानाः बार्यनयात अग्रता बिउगु खःसा वयां प्यंगू मिनेट लिपा कासाया ५४ आंै मिनेटय् सानें मेगु गोल याःगु खः । बार्यन पुचःया शीर्ष थासय् दु । पराजित बार्सिलोना निगूगु थासय् दु । थ्व हे पुचःया मेगु कासाय् इटालियन क्लब इन्टर मिलानं चेक क्लब भिक्टोरिया प्लेजेनयात २–० गोलं बुकल । इन्टर मिलानया निंतिं जेको व डेन्जेल डमफ्रेज छगू छगू गोल याःगु खः । इन्टर मिलान पुचःया स्वंगू थासय् दु । च्याम्पियन्स लिगया मेगु कासाय् लिभरपुलं डच क्लब आयक्सयात बुकूगु दु । घरेलु मैदानय् जूगु कासाय् लिभरपुलं आयक्सयात २–१ गोलं बुकूगु खः । कासाय् लिभरपुलया निंतिं मोहम्मद सलाह व जोएल माटिपं छगू छगू गोल याःगु खः । आयाक्सया निंतिं मोहमद कुडुसं छगू गोल याःगु खः । च्याम्पियन्स लिगया मेगु कासाय् बायर लेभरकुजनं एटलेटिको म्याड्रिडयात २–० गोलं, क्लब ब्रुग्सं एफसी पोर्टोयात ४–० गोलं व फ्रायन्कफर्टं मार्सेयात १–० गोलं बुकल ।"
https://nepalbhasatimes.com/50607,कासाख्य:,११४३ सिल्लाथ्व पञ्चमी,स्थापित ल्याय्म्ह पुचःया फुटसल,"येँ(नेपालभाषा टाइम्स)- स्थापित ल्याय्म्ह पुचःया ग्वसालय् वंगु माघ ७ व ८ गते निन्हुयंकं फुटसल कासा जुल । पुचःया ग्वसालय् जूगु ‘उदाय फुटसल कप–२०२३’ वाफलय् च्वंगु युनाइटेड फुटसल ग्राउण्डय् जूगु खः ।                                                         उगु फुटसलय् न्यत तुलाधरया टीम न्हाप लाःगु दुसा असं तुलाधर पुचः लिउ व ताम्राकार पुचलं लियांलिउ लाकेत ताःलाःगु खः । कासाय् विजयी जूपिंत उदाय समाजया न्वकु डा. पे्रमरत्न स्थापितं शील्ड, ट्रफी व स्थापित खलःया नायः दीपक स्थापितं दसिपौ लःल्हानादीगु खः । अथे हे खलःया कोषाध्यक्ष लक्ष्मण स्थापितं नगद सिरपाः लःल्हानादीगु खः । थ्व स्वयां न्ह्यः उगु फुटसल कासाया उलेज्या येँ क्षेत्र नं ८या प्रतिनिधिसभा सदस्य विराजभक्त श्रेष्ठं रेफ्रीयात बलः हस्तान्तरण यानाः यानादीगु खः । न्यत तुलाधरया निगू पुचः, असं तुलाधर, ताम्राकार, स्थापित खलःया निगू पुचः व कंसाकार पुचलं ब्वति काःगु कासाय् संयोजक नितिजा स्थापितं कासाया बारे जानकारी बियादीगु खः । उगु इलय् स्थापित मिसा व न्यत मिसा पुचःया मिजंतय् निगू पुचःया दथुइ नं मैत्रीपूर्ण कासा जूगु खः ।"
https://nepalbhasatimes.com/49741,कासाख्य:,११४३ थिंलाथ्व एकादशी,अर्जेन्टिना क्वाटरफाइनलय्,एजेन्सी- लियोनल मेसी थ:गु क्यारियरया १००० औं कासाय् गोल यायेत ता:लायेवं अर्जेन्टिना कतारय् जुयाच्वंगु विश्वकपया क्वार्टरफाइनलय् दुहां वनेत ता:ला:गु दु । आइतवा: सुथय् जूगु कासाय् अर्जेन्टिनां अस्ट्रेलियायात २–१ गोलं बुकूगु ख: । अर्जेन्टिनाया निंतिं थप छगू गोल अल्भारेजं यात ।                                                         मेसीं कासाया ३५ औं मिनेटय् गोल यासें अर्जेन्टिनायात अग्रता बिउगु ख: । विश्वकपय् मेसीया थ्व गुंगूगु गोल ख: । कासाया ५७ औं मिनेटय् अस्ट्रेलियाया गोलकिपर म्याट रायनया गल्तीया लब: कासें अल्भारेजं थप गोल या:गु ख: । निगू गोलं न्ह्य:ने ला:गु अर्जेन्टिना कासा क्वचाये १३ मिनेट न्ह्य: आत्मघाती गोलया कारणं गोल नयेमा:गु ख: । अस्ट्रेलिया क्यारिग गुडम्यानया प्रहरयात पनेगु झ्वलय् इन्जो फर्नान्डिजपाखें आत्मघाती गोल जूगु ख: । थ्व लिपा निगुलिं टिमं गोल यायेमफेवं अर्जेन्टिनां क्वाटर्रफाइनलय् दुहांवंगु ख: । अर्जेन्टिनां आ: नेदरल्यान्डलिसे क्वार्टरफाइनल कासा म्हितीगु जुइ । थ्व कासा वइगु शनिवा: सुथय् पौन १ बजे जुइ ।
https://nepalbhasatimes.com/50196,कासाख्य:,११४३ पोहेलाथ्व अष्टमी,"महान फुटबल कासामि पेलेया मंत, ब्राजिलय् स्वन्हु राष्ट्रिय शोक","एजेन्सी- विश्वया नांजाःम्ह ब्राजिलया फुटबलया कासामि पेले (एड्सन आरान्तेस दो नासिमेन्तो) या ८२ दँया उमेरय् निधन जूगु दु । ब्राजिलया साओ पालोय् च्वंगु अस्पतालय् वासः याकाच्वंम्ह पेले बिहिवाः चान्हय् मदुगु खः । क्यान्सरया ल्वचं कयाच्वम्ह पेलेया किड्नी नं समस्या जुयाच्वंगु खः ।                                                         सन् २०२१ य् पेलेया प्वाथं ट्युमर लिकाःगु खःसा व धुंकाः निरन्तर वासः जुयाच्वंगु खः । लछि न्ह्यःनिसे ल्वय् तच्वः जुया वयेवं पेलेयात अस्पतालय् भर्ना यानाः वासः यानाच्वंगु खः । पेलेया म्ह्याय् केलि नासिमेन्तों सामाजिक सञ्जाल मार्फत पेलेया स्वास्थ्यया अपडेट बियावयाच्वंगु खःसा बिहिवाः केलिं पेलेया मदुगु जानकारी बिउगु खः । अस्पतालं नं थुकीया पुष्टि याःगु खः । पेले मदयेधुंकाः पेलेया ट्विटर एकाउन्टं पोस्ट यासें च्वःगु दु, ‘प्रेरणा व मतिनां जाःम्ह जुजु पेलेया यात्रा शान्तिपूर्वक क्वचाल, मतिना, मतिना व मतिना, न्ह्याबलें ।’ पेलेया निधन लिपा ब्राजिलं स्वन्हु राष्ट्रिय शोक याइगु जूगु दु । पेलेया पूर्व क्लब सान्तोसं बिउगु जानकारीकथं सोमवाः पेलेया शवयात अस्पतालं कफिनय् तयाः पितहइगु व क्लबया मैदानय् सर्वसाधारणयात अन्तिम श्रद्धान्जली बिइत तइ । मंगलवाः पेलेया शव यात्रा जुइगु व व धुंकाः अन्तिम संस्कारया निंतिं परिवारयात लःल्हाइ । पेले १५ दँ दुबलय् ब्राजिलया चर्चित क्लब सान्तोसं म्हितूगु खःसा व धुंकाः पेलें मेगु क्लबं मम्हितू । पेले १६ दँ दुबलय् ब्राजिलया निंतिं डेब्यु कासा म्हितूगु खः– अर्जेन्टिना विरुद्ध । १७ दँ दुबलय् विश्वकपया उपाधि त्याकूम्ह पेले ब्राजिलया निंतिं स्वक्क विश्वकप त्याकूगु दु । पेलें सन् १९५८, १९६२ व १९७० या विश्वकपया उपाधि त्याकूगु खः । पेले ब्राजिलया निंतिं ९२ गू कासा म्हिताः ७७ गोल याःगु दु । विश्वय् दकलय् अप्वः गोल याःगु कीर्तिमान नं पेलेया नामय् दु । पेलें मुक्क १३७६ गू कासा म्हिताः १२८३ गोल याःगु दु । सन् २००० य् फिफां पेलेयात ‘प्लेयर अफ द सेन्चुरी’या उपाधि बिउगु खः । पेलेया निधन लिपा विश्वया शीर्ष नेता, कासामि, फुटबल क्लब, फिफां श्रद्धाञ्जली बिउगु दु । ब्राजिलया राष्ट्रपति जायर बोलसनारो, अमेरिकी राष्ट्रपति जो बाइडेन आदि शीर्ष नेतातय्सं सामाजिक सञ्जाल मार्फत पेलेयात श्रद्धान्जली बिउगु दु । फुटबलया सर्वाेच्च निकाय फिफा, युइएएफ, ब्राजिल फुटबल संघं नं पेलेयात श्रद्धाञ्जली बिउगु दु । विश्वया नांजाःपिं फुटबल कासामिपिं लियोनल मेसी, नेयमार, क्रिष्टियानो रोनाल्डो, ह्यारी केन, केलियन एमबाप्पें नं पेलेयात लुमंकाः श्रद्धान्जली बिउगु दु ।"
https://nepalbhasatimes.com/46337,कासाख्य:,११४२ चिल्लाथ्व षष्ठी,ताम्सिपाखा स्पोर्टस कार्निभल,"येँ – येँ महानगरपालिका १८ वडाया ग्वसालय् जूगु न्हापांगु ताम्सिपाखा स्पोर्टस कार्निभल–२०७८ क्वचाःगु दु । कार्निभलय् बास्केटबल, फुटसल, म्याराथन, ब्याडमिन्टन व टेबुलटेनिस यानाः न्यागू कासा दुथ्याकातःगु खः ।                                                         येँ महानगरपालिकाया प्रमुख विद्यासुन्दर शाक्यं कार्निभलय् दुथ्याःगु कासाय् विजयी जुयादीपिं कासामिपिंत पदक, दसिपौ व नगद पुरस्कार लःल्हानादीगु खः । कासाय् फुटसल व बास्केटबलय् न्हापयात झिंच्याद्वः, लिउयात झिद्वः तका, टेबुलटेनिस व ब्याडमिन्टनय् न्हापयात न्याद्वः व लिउयात स्वद्वः तका अथे हे म्याराथनय् न्हापयात च्याद्वः, लिउयात न्याद्वः व लियांलिउयात स्वद्वः तका सिरपाः लःल्हाःगु खः । ज्याझ्वलय् नवासें महानगर प्रमुख शाक्यं कााया माध्यमं स्वस्थ सहर निर्माणय् महानगरं लगानी यानाच्वंगु खँ कनादिल । कासा ख्यःपाखें मेमेगु ख्यलं नं आपालं सयेकेमाःगु खँय् बः बियादिसें कासाय् विजयी जुइत सीमित अवधीया निंतिं कडा प्रतिस्पर्धा जुइ । तर कासा सिधयेधुंकाः थवंथवय् न्हापा थें हे गुगु सद्भाव दइगु खः व मेमेगु ख्यलं नं सयेकेमाः धयादिल । वडाअध्यक्ष न्हुछेकाजी महर्जनं वडाया निंतिं कासा छगू अभिन्न ज्याझ्वः खः धासें थुकियात निरन्तरता बिया वनेगु जुइ धयादिल । वंगु फागुन ७ गतेनिसें न्ह्याःगु कार्निभलय् ताम्सिपाखा युथ क्लबं व्यवस्थापनय् ग्वाहालि याःगु खः ।"
https://nepalbhasatimes.com/50670,कासाख्य:,११४३ सिल्लाथ्व नवमी,जैशीदेवल डोजाङया स्वक्वःगु मेयर कप क्वचाल,"येँ (नेपालभाषा टाइम्स)- जैशिदेवल युथ क्लबया ग्वसालय् जूगु स्वक्वःगु जुनियर आमन्त्रण मेयर कप तेक्वान्दो कासा क्वचाल । क्लबया जैशिदेवल तेक्वान्दो डोजाङपाखें जूगु बागमति प्रदेशस्तरीय उगु कासा दशरथ रंगशालय् माघ १२, १३ व १४ गते स्वन्हुयंकं जूगु खः ।                                                         क्लबया नायः, डोजाङ प्रमुखलिसें अन्तर्राष्ट्रिय रेफ्रि राजेश प्रजापतिया सभापतित्वय् जूगु ज्याझ्वलय् मूपाहांकथं येँ महानगरपालिकाया प्रवक्ता नापं येँमपा १७ वडाया अध्यक्ष नविन मानन्धर झायदीगु खःसा विशेष पाहांकथं येँमपा २१ वडाअध्यक्ष उदयचुडामणि वज्राचार्य, १२ वडाअध्यक्ष बालकृष्ण महर्जन, १४ वडाअध्यक्ष सुमन श्रेष्ठ, नेपाल ओलम्पिक कमिटीया उपाध्यक्ष सुनिल श्रेष्ठ, तेक्वान्दो संघ बागमती प्रदेश अध्यक्ष केशव पुरी व त्रिभुवन विश्वविद्यालय प्राध्यापक संघया अध्यक्ष सागरदास रंजितपिं झायादीगु खः । येँ महानगर, नार्गाजुन, पन्ति, निलकण्ठ सूर्यविनयाक, रत्ननगर, गोदावरी, तारकेश्वर, महालक्ष्मी, ख्वप, चद्रागिरि, बा¥हविसे बुढानिलकण्ठ तोखा व मध्यपुरथिमि नगरपालिका यानाः झिंन्यागू स्थानीय निकायया मुक्कं ४०० म्ह कासामिं ब्वति काःगु कासाय् येँ महानगरपालिका च्यागू स्वर्ण निगू रजत व छगू कास्य त्याकाः न्हाप, जैशीदेवल तेक्वान्दो स्वंगू स्वर्ण, छगू रजत व स्वंगू कास्य त्याकाः लिउ व ख्वप नगरपालिका निगू स्वर्ण व प्यंगू कास्य त्याकाः लियांलिउ लाकेत ताःलाःगु दु । कासाय् त्याःपिं कासामिपिंत मूपाहां मानन्धरं ट्रफी, दसिपौ व मेडल लःल्हानादीगु खः । कासाय् विशेष ग्वाहालि यानादीपिं अमेरिकाय् च्वँच्वना दीम्ह शुद्धोदनमान रंजित, रिता श्रेष्ठ, राजेश रंजित, राकेश रंजित, विनोद श्रेष्ठ, नविन शाक्यलिसें येँ महानगरपालिका, नार्गाजुन नगरपालिका, चन्द्रगिरि नगरपालिका, , प्याराडाइज पार्टी प्यालेस, सुप्रवाह प्रकाशन, प्रि–फिक्स नेपालयात नं सम्मान पत्र लःल्हाःगु ।"
https://nepalbhasatimes.com/46357,कासाख्य:,११४२ चिल्लाथ्व सप्तमी,बार्यन म्युनिख व लिभरपुल च्याम्पियन्स लिगया क्वाटरफाइनलय्,"एजेन्सी- जर्मन क्लब बार्यन म्युनिख व इंग्लिस क्लब लिभरपुल च्याम्पियन्स लिगया क्वाटरफाइनलय् थ्यंगु दु । मंगलवाः चान्हय् जूगु च्याम्पिन्स लिगया निगूगु लेगया कासा बार्यन म्युनिखं साल्सबर्गयात बुकाः अन्तिम च्यागुलिइ थाय् दयेकूगु खः । मेगु कासाय् इन्टर मिलानलिसे पराजित जूसां लिभरपुलं समग्रय् कासा त्याकाः अन्तिम च्यागुलिइ थ्यंगु खः ।                                                         मंगलवाः चान्हय् जूगु प्रि–क्वाटरफाइनलया निगूगु लेग कासाय् बार्यन म्युनिखं घरेलु मैदानय् अस्ट्रियाया क्लब रेडबुल साल्सबर्गयात ७–१ गोलया तःधंगु अन्तरं बुकूगु खः । थ्व विजय लिपा समग्रय् ८–२ गोलं कासा त्याकाः बार्यन क्वाटरफाइनलय् दुहां वंगु खः । एलिएन्ज एरिनाय् जूगु कासाय् रोर्बट लेवन्डोस्कीं कासाया शुरुवाती २३ मिनेटया दुने हे ह्याट्रिक याःगु खः । अथेहे थोमस मुलरं निगू गोल यातसा सर्ज जिनाब्री व लिरोए सोनं छगू छगू गोल याःगु खः । कासाय् साल्सवर्गया मौरिट्स काएरगार्डं छगू गोल याःगु खः । लिगया मेगु कासाय् इटालियन क्लब इन्टर मिलानलिसे पराजित जूसां लिभुरपुलं क्वाटरफाइनलय् थाय् दयेकूगु खः । लिभरपुलया घरेलु मैदान एनफिल्डय् जूगु कासाय् मिलानं लिभरपुलयात १–० गोल बुकूगु खः, तर न्हापांगु लेगय् २–० गोलं त्याःगु लिभरपुलं समग्र २–१ गोलं कासा ल्हातय् लाकाः क्वाटरफाइनलय् दुहांवंगु खः । इन्टर मिलानया नितिं कासाय् लाउटरे मार्टिनेजं छगू जक गोल याःगु खः । कासाय् इन्टरया कासामि एलेक्स सान्चेजं निगू म्हासुगु कार्ड नःगुलिं इन्टर झिम्ह कासामि सीमित जूगु खः ।"
