url,category,date_published,headline,news_text,date
https://nepalbhasatimes.com/23857,न्ह्यइपुख्यः,  ,कलाकार फुटसल,"छुं ज्या यायेत स्वस्थ जुइमाः । स्वस्थ जूसा हे जक मनुखं बांलाक वा तिप्यंक ज्या यायेफइ । अस्वस्थ मनुखं याःगु ज्या नं अस्वस्थ हे जुइ । छम्ह मनू स्वस्थ जूसा ज्या नं याये फइ, बांलाक नये फइ, गनं वने फइ, म्हिते फइ, मनोरञ्जन यायेफइ । स्वस्थताया निंतिं आपालं उपाय दु । दकलय् न्हापां ला स्वस्थकर नसाज्वलं हे नयेगु यायेमाल ।                                                         उकिया नापनापं थौंकन्हय् यक्वसिनं थःगु स्वास्थ्ययात ध्यानय् तयाः मर्निङ वाक वनेगु, जीम वनेगु, स्वीमिंग यायेगु, जुम्बा, थीथी कथंया व्यायाम–कसरत, योगा आदि यायेगु यानाच्वंगु दुसा थुकिया नापनापं थौंया ल्याय्म्ह पुस्ताया दथुइ फुटसल नं छगू स्वस्थताया निंतिं लोकंह्वाःगु उपायमध्ये छगू खः । थुकथं स्वस्थताया निंतिं आपालं उपायमध्ये ‘स्वस्थ कलाकार, स्वस्थ मनोरञ्जन’ धइगु नारा बियाः वइगु साउन १८ गते शनिवाः कुन्हु स्वक्वःगु नेवाः कलाकार फुटसल कासा–११३९’ जू वनाच्वंगु दु । थुकी नेपालभाषाया म्येँ, संकिपा, टेलिप्याखं नापं खय् भाय्या संकिपाय् म्हिताच्वंपिं नेवाः कलाकारतय् सहभागिता दइ । नेपालभाषाया संकिपा निर्माणया ख्यलय् थःगु हे म्हसीका दुगु सुखावति मल्टि प्रोडक्सनया ग्वसालय् जूवनाच्वंगु थ्व फुटसल कासा थुगुसी स्वक्वःगु संस्करणयागु खः । संस्थां थ्व स्वयां न्ह्यः निक्वःतक थुकथंया फुटसल सफलतापूर्वक ग्वसाः ग्वये धुंकूगु दु । नेवाः कलाकार फुटसल कासा धाःसां नं थ्व गुगुं मेमेगु कासा गथेकि फुटबल, फुटसल, भलिबल, बास्केटबल आदि उपाधिया निंतिं प्रतिस्पर्धात्मक रुपं जुइगु कासा मखसे मात्र विशुद्ध मनोरञ्जनया निंतिं जुइगु कासा खः । न्ह्याबलें म्येँ, अभिनयपाखें न्यनामि व स्वकुमिपिंत मनोरञ्जन बीगु ज्याय् जक व्यस्त जुयाच्वनीपिं कलाकारत दछिया छन्हु जूसां थःगु निंतिं नं ई बीमाः, मनोरञ्जन यायेमाः अले उकिया निंतिं स्वयं थः हे स्वस्थ जुइमाः धइगु मान्यतां थुकथं नेवाः कलाकार दथुइ विशुद्ध मनोरञ्जनात्मक फुटसल कासा याना वयाच्वनागु प्रोडक्सनया नायःलिसें नांजाःम्ह कलाकार निर्देशक सुरेन्द्र तुलाधरं कनादिल । थ्व हे मान्यतायात आत्मसात यानाः कलाकार स्वयं थः स्वस्थ जूसा हे जक स्वस्थ मनोरञ्जन बी फइ धइगु मान्यतां थुकथं कासाया नां बियाः नेपालभाषाया सांगीतिक, संकिपा, टेलिसंकिपा, म्युजिक भिडियोया कलाकार, निर्माता, निर्देशक, प्राविधिक, च्वमिपिं दुथ्याकाः फुटसल म्हितकाः स्वयम कलाकार थःपिंसं मनोरञ्जन कायेगु अले स्वकुमिपिंत मनोरञ्जन बीगु ज्या वंगु स्वदँ न्ह्यवंनिसें याना वयाच्वनागु वय्कलं धयादिल । नेवाः कलाकार दथुइ जुइगु फुटसल कासा मात्र कलाकारया स्वस्थता व मनोरञ्जनय् जक नं सीमित जुयाच्वंगु मदु । कासाय् ब्वति कायेगु निंतिं छगू निश्चित शुल्क पुलेमाः । थ्व शुल्कय् नं छुं प्रतिशत ध्यबा संस्थापाखें चायेकातःगु नेवाः कलाकार ग्वाहालि कोषय् तयेगु यानाच्वंगु दु । थ्व स्वयां न्ह्यः निक्वःतक जूगु कासापाखें म्हःगु शुल्क कोषय् तःगु खःसा थुगुसी धाःसा ताःई न्ह्यवंनिसें म्हं मफयाच्वंम्ह नांजाःम्ह कलाकार स्वतन्त्र संसार महर्जनयात आर्थिक ग्वाहालिया निंतिं नं थ्व फुटसल जू वनाच्वंगु दु । निफ्वः स्वां संकिपापाखें अभिनय यात्रा न्ह्याकाः जिपिं बदमास मखु, अय् जि यःम्ह, इहिपा, माया, थ्व जिगु नुगः लगायत आपालं संकिपाय् थःगु अभिनय न्ह्यब्वयादीधुंकूम्ह कलाकार महर्जन थौंकन्हय् ‘स्पाइनल ट्यूमरं’ ग्रस्त जुयाच्वनादीगु दु । ५,६ दँ न्ह्यवंनिसें थुगु समस्याग्रस्त जुयाच्वनादीम्ह वय्कः दथुइ थ्व ल्वय् लने धुंकूगु खःसा आः वयाः हाकनं ल्वय् तच्वयावःगु दु । उकिं थुगुसी जुइगु फुटसल कासापाखें दुहां वःगु शुल्क मध्ये प्रत्येक कासामिपाखें ५०० तका दांया ल्याखं वय्कःयात आर्थिक ग्वाहालि याइगु जूगु दु । वइगु शनिवाः नेवाः कलाकार दथुइ फुटसल जुइगु व वयां मेगु शुक्रवाः छगू न्ह्यइपुक सांस्कृतिक ज्याझ्वः यासें कलाकार महर्जनयात आर्थिक ग्वाहालि लःल्हायेगु ज्याझ्वः दुगु प्रोडक्सनया दुजः भोगेन्द्र मानन्धरं जानकारी बियादिल । उकुन्हु नेवाः कलाकारतय् छगू सांस्कृतिक ज्याझ्वः यासें फुटसल कासाय् ब्वति काःपिं व विजयी जूपिंत लुमन्ति कथं पदक व दसिपौ लःल्हायेगु नापं कलाकार महर्जनयात नं आर्थिक ग्वाहालि लःल्हायेगु वय्कलं धयादिल । स्वक्वःगु नेवाः कलाकार फुटसल कासाय् ब्वति काइपिं कलाकारया ल्याः नं न्हापा स्वयां गाक्कं अप्वः दु । निक्वःगु संस्करणया कासा जूगु इलय् तक मिजं कलाकारपाखे च्यागू व मिसा कलाकारतय् प्यंगू पुचः दुगुलिइ थुगुसी मिजं कलाकारपाखे हे झिंनिगू पुचः दुसा मिसा कलाकारपाखे नं खुगू पुचः दु । थुगुसीया कासाया निंतिं समूह ‘क’पाखें मोहन ब्यञ्जनकार (निर्देशक), धिरेन शाक्य (मिजं कलाकार संकिपा), भीम तुलाधर (मिजं म्येँ हालामि), समूह ‘ख’पाखें उजय शाही (मिजं कलाकार संकिपा), सुरेन्द्र महर्जन (प्राविधिक), नागय डंगोल (टेलिफिल्म कलाकार), समूह ‘ग’ पाखें सुरेश प्रधान (मिजं म्येँ हालामि), पुष्पराज शाक्य, (मिजं म्येँ हालामि), अमरराज शर्मा–संगीत निर्देशक), समूह ‘घ’पाखें राजेन्द्रमान शाक्य (मिजं कलाकार व म्येँ हालामि), सलिलसुन्दर तुलाधर (मिजं मल्टि आर्टिष्ट) व संजय शर्मा राजोपाध्याय (मिजं प्याखं हुलामि)यात टीम क्याप्टेन ल्यःगु दु । मिसा कलाकार पुचलय् समूह ‘क’पाखें हिसिला महर्जन (मिसा फिल्म कलाकार), राज्यलक्ष्मी स्थापित (मिसा कलाकार टेलिफिल्म), समूह ‘ख’पाखें रचु शाक्य (मिसा हुलाप्याखं कलाकार), रुक्साना महर्जन (मिसा मोडल), समूह ‘ग’पाखें सरना श्रेष्ठ (मिसा म्येँ हालामि) व पल्पसा डंगोल (मिसा कलाकार)यात टीम क्याप्टेनकथं ल्यःगु दु । मिसातय् पुचलय् क्याप्टेननापं खुम्ह कलाकार दुथ्याकातःगु दुसा मिजं पुचलय् धाःसा खुम्हंनिसें न्हय्म्ह दुथ्याकातःगु दु ।","August 02, 2019 08:10 AM"
https://nepalbhasatimes.com/24928,न्ह्यइपुख्यः,  ,गन वन नेवाः फिल्मया हिरोइनत,"थौंकन्हय् नेवाः फिल्मया ल्याः म्हो जुयाच्वंगु दु । नकतिनि हे पिदंगु ‘हिसिमति’ धुंकाः आः लाखे भाजु, च्वापुफय, जातः, कर्म व घोषक थेंज्याःगु फिल्मया लिसें क्या फसाद व जीवनया घःचाः नांयागु फिल्म निर्माणया थीथी लँपुइ लानाच्वंगु दुसा ‘रश्मी’ नांयागु छगू फिल्म धाःसा ताःई न्ह्यवंनिसें दिनाच्वंगु दु ।                                                         आः नेवाः फिल्मया ख्यलय् चर्चा जुयाच्वं कथं निर्देशक सुरेन्द्र तुलाधरया ‘माया रत्न’ व निर्देशक सुरेश खड्गीया ‘मां’या शुटिङ्ग न्ह्याइगु खँ दु । थ्व ‘मां’ फिल्मय् रजनी खड्गी व भिन्तुना जोशीयात हिरोइनया रूपय् स्वये दइगु खँ दु । तर थौंकन्हय् भिन्तुना मय्जु नेपालं पिने च्वनाच्वंगुलिं यानाः भिन्तुनां मेगु नेवाः फिल्म म्हिती मम्हिती धइगु खँया छुं संकेत खनेमदु । नेवाः फिल्म ख्यःया छम्ह लोकंह्वाःम्ह हिरोइनया दर्जा कायेधुंकूम्ह भिन्तुना जोशी थें हे तुं आशिष्मा नकःमिया आः न्हूगु पिहां वये ल्यंदनिगु फिल्म धइगु वय्कः थःम्हेसिनं हे निर्माण याःगु ‘लाखे भाजु’ छगू खःसा मेगु धइगु निर्देशक रामकृष्ण खड्गीया बुद्ध बाखंया लिधंसाय् दयेकाच्वंगु ‘कर्म’ खः । इहिपा लिपा तिपू जीवनय् व्यस्त जुयाच्वंम्ह आशिष्माया ‘रश्मी’ छगू धाःसा गुबले पिहां वइ धइगु छुं सीमदुनि । थुलि फिल्म धुंकाः आशिष्मां थःगु पलाः न्ह्याकी धयागु थौंकन्हय् चर्चाया विषय जुयाच्वंगु दु । बलिउड कलिउडय् तकं हिरोइनतय् इहिपा लिपा पलाः तिपू जीवनपाखे हे क्वातुया वंगु यक्व दसु स्वये दु । विश्व सुन्दरी ऐश्वर्या रायया तकं अभिषेक बच्चनलिसे इहिपा धुंकाः फिल्मय् पलाः क्वातुके मफुगु खनेदुसा नेपालय् अज्याःगु दसु यक्व दु । आः वयाः नेवाः फिल्म ख्यःया खँ ल्हायेगु खःसा इहिपा लिपा तनावंपि यक्व दु । थथे इहिपा लिपा तनावंपिं हिरोइनत मध्ये छम्ह रेश्मी महर्जन खःसा मेम्ह छम्ह रेमा महर्जन खः । इपिं निम्हं ‘भिन्तुना’ फिल्मय् हिरोइन जुयाः म्हितूपिं खः । रेश्मीं इहिपा लिपा ‘तिन तिकः महाबिकः’ फिल्म म्हितलसा व धुंकाः मेगु फिल्म म्हितूगु मदुनि । थ्वहे तिनतिकः महाबिकः’ फिल्मया लुखां नेवाः फिल्मय् पलाः न्ह्याकूम्ह निक्की महर्जनया निगूगु फिल्म ‘हिसिमति’ नकतिनि हे जक पिहां वःगु दुसा आः वयात ‘च्वापुफय्’ व ‘जातः’ फिल्मय् स्वये ल्यंदनि । नेवाः फिल्मया हिरोइनतय् धमाधम इहिपा जुयाच्वंगु दु । आशिष्मा, रेश्मी, निक्की, सुमिका वज्राचार्य थेंज्याःपिं हिरोइनतय् इहिपा धुंकाः नेवाः फिल्मय् हिरोइनया अभावया सम्भावना ब्वलना वयाच्वंगु दु । थ्व निगू फिल्म धुंकाः निक्कीया पलाः गुखेपाखे स्वइ धकाः धाये थाकुनि, छाय्धाःसा वयागु नं छुं ई न्ह्य तिनि इहिपा जूगु दु । इहिपा लिपा तनावंपिं हिरोइनत मध्ये छम्ह सिन्तियासेन ताम्राकार नं खः । ‘यलय् बाथः’, ‘तुतां’ व ‘सत्य धरोधर्म’ नापं यानाः स्वंगू नेवाः फिल्म म्हितूम्ह सिन्तिया इहिपा लिपा विदेशय् वनाछ्वःगु खः । अथे हे तुं ‘जिपिं बदमाश मखु’ फिल्मया हिरोइन दीपा शाक्य नं इहिपा लिपा विदेशय् वनाछ्वःगु खः । अनं लिहां वयाः थौंकन्हय् पोखराय् तिपू जीवन हनाच्वंगु दु । ‘जिगु मिखाया न्ह्यःने’ फिल्मया हिरोइन बिनु मानन्धरं ‘ब्याहा याये म्हा’ फिल्म धुंकाः ब्याहा यानाछ्वतसा आः थौंकन्हय् तिपू जीवन हनाच्वंगु दु । नेवाः फिल्मया हिरोइनतय् धमाधम इहिपा जुयाच्वंगु दु । आशिष्मा, रेश्मी, निक्की, सुमिका वज्राचार्य थेंज्याःपिं हिरोइनतय् इहिपा धुंकाः नेवाः फिल्मय् हिरोइनया अभावया सम्भावना ब्वलना वयाच्वंगु दु । छखे थथे हिरोइनतय् इहिपा जुयाच्वंगु दुसा मेखे नेवाः फिल्मं छम्ह हिरोइनयात आर्थिक रूपं बांलाक तिबः बी फयाच्वंगु मदुगुलिं यानाः थ्व ख्यलय् पलाः क्वातुके मफयाच्वंगु दु । थौंकन्हय्या चर्चा यायेगु खःसा निर्देशक पवन जोशीया ‘बसन्त ऋतु’ फिल्म म्हितूपिं निम्ह हिरोइनत शोभा महर्जन व अन्नु महर्जनं फिल्मय् हिरोइन जुइगु सिबें मेमेगु हे ज्याय् थःगु ध्यान तयाच्वंगु खनेदु । नेवाः फिल्मया गुलिखे हिरोइनतसें थ्व ख्यलय् ताःतक पलाः क्वातुकाच्वंगु दसु उलि खनेमदु । पुलांपिं हिरोइनत मध्ये ‘राजमति’ या हिरोइन हिसिला महर्जनं न्हापा ‘चाण्डालिका’ फिल्म म्हितूगु दुसा अनं लिपा वया ‘त्याग’ व ‘कीर्तिपुर’ म्हितल । थौंकन्हय् राजमति फिल्मया हिरो मणिराज लवटलिसे तिपू जीवन हना वयाच्वंम्ह हिसिला महर्जनं नं मेगु न्हूगु नेवाः फिल्म म्हिताच्वंगु मदु । गुलिखे हिरोइनत ला छगू निगू फिल्म धुंकाः हे थ्व ख्यलं तनावंगु दसु दु । ‘मतिना सी मखु गुबलें’या हिरोइन इन्जा नेवाः लिपा वनाः ‘अंश’ फिल्मय् बःचाहाकःगु रोलय् खनेदत, अले अनंलिपा तनावन । व सिबें न्हापा ‘न्हिलाः न्हिलाः हुँ’ फिल्मय् हिरोइन जुयाः म्हितूपिं तिमिला श्रेष्ठ व रजनी शाक्यं उगु ईया छगू निगू फिल्म नं म्हितल तर अनं लिपा अनवं थनवं मदयेक तनावन । अथेहे तुं ‘निपाः ख्वाःपाः’ फिल्मया हिरोइन शबनम रन्जीत, ‘यांमिखा’ फिल्मय् म्हितूम्ह रन्जीता वज्राचार्यपिंसं नं लिपा नेवाः फिल्म म्हितूगु खने दु । उलि जक मखसे नेपाःया फिल्म ख्यःया नांजाःम्ह हिरोइन मेलिना मानन्धरं नं पटाचारा, कृषा गौतमी, धम्मवति व बांलाः मय्जु बाहेक मेगु नेवाः फिल्म म्हितूगु मदु । ‘मिजं’ फिल्मया सनी अवाले, ‘याहु’ फिल्मया रञ्जना महर्जन, ‘ह्वान्तांचा’ फिल्मया ज्ञानीशोभा महर्जन, ‘बकंफुसुलु’ फिल्मया सरिता अवाले व मीना महर्जन अले ‘गोखुन’ व ‘मतिनाया कलि’ म्हितूम्ह मधु शाही, ‘ग्वंगः क्वसः’या गंगा शाही, ‘निफ्वःस्वां’या गीता शाही, ‘सेरीव बन्जा’ या करिश्मा जोन्छे, ‘थ्व जिगु नुगः’या मल्लिका शाक्य, ‘लिधंसा’ फिल्मया दिया ग्वाछा व लक्ष्मी त्वाय्ना नं अनवं थनवं मदयेक तनावनसा आः वयाः स्वनिगः पिनें दयेकूगु न्हापांगु नेवाः फिल्म ‘लमि’या हिरोइन अन्जली महर्जनया नं छुं ई न्ह्यःतिनि इहिपा जूगु दु । थुकथं अन्जली महर्जन नं थ्व ख्यलं तापाना वनेगु लँपुइ लानाच्वंगु दु ।","September 06, 2019 08:20 AM"
https://nepalbhasatimes.com/19633,न्ह्यइपुख्यः,  ,ख्यालि न्हिली,"इहिपा जुयाच्वंथाय् छम्ह मनुखं भम्चाया अबुयात धाल— ‘छिं सिउला थौंया इहिपाया ज्याझ्वलय् भम्चाया पुलांम्ह ब्वाइफ्रेन्ड नं वयाच्वंगु दु ?’ ‘जिं मसिउ, जितः माःगु नं मदु’— भम्चाया अबुं धाल— ‘तर, छि सु थें ?’ ‘जि व हे अभागि खः, गुम्ह सेमी फाइनलं आउट जुल, आः फाइनल शो स्वयेत वयाच्वना’— मिजं नं धाल । ह्ह्ह् गाहाकि ः साहुजी, छिथाय् बांलाःगु साब्वं दु ला ? पसल्या ः दु । गाहाकि ः पक्का बांलाःगु खःला ? पसल्या ः छिं धन्दा हे कयादीम्वाः । बांलाःगु क्वालिटिया खः । गाहाकि ः अथे खःसा व साब्वनं बांलाक ल्हाः सिलाः चिनी, जाकि, चना, मैदा १–१ किलो तयादिसँ । ह्ह्ह् शिक्षक ः पप्पु का धा, अकबर बादशाहं गुलि तक शासन याःगु खः ? पप्पु ः सर पेज नं. १२ निसें १७ तक ।","April 03, 2019 07:57 AM"
https://nepalbhasatimes.com/19631,न्ह्यइपुख्यः,  ,डिभोर्सया लँय् !,बलिउड अभिनेत्री प्रियंका चोपडा व निक जोन्स दथुइ वंगु दँया डिसेम्बरय् जक इहिपा जूगु खः । तर इहिपा जूगु प्यला मदुनिवं निम्हेसिया दथुइ ‘डिभोर्स’या खँ पिहां वःगु दु । थ्व हे वंगु मार्चया लिपांगु इलय् निम्हतिपुलिं सम्बन्ध विच्छेद याइगु खबर व्यापक चर्चा जुल । छगू अमेरिकी म्यागेजिनं निम्हतिपूया ‘डिभोर्स’ जुइत्यंगु धइगु दावी यासें छगू रिपोर्ट पिथंगु खः ।                                                         तर म्यागेजिनय् पिहां वःगु समाचारय् छुं हे सत्यता धाःसा मदु । छाय्कि थुगु समाचार पिहां वयेवं आः प्रियंका व निकं उगु म्यागेजिन विरुद्ध मानहानीया मुद्दा तयेगु विचाः यानाच्वंगु दु । मुद्दा तये स्वयां न्ह्यः प्रियंकाया कानूनी सल्लाहकार पुचलं उगु म्यागेजिन नाप खँ ल्हानाः समाचारया खण्डन यायेत इनाप याइगु जूगु दु । यदि म्यागेजिनं समाचारया खण्डन मयात धाःसा तःधंगु हे राशी माग यानाः निम्हतिपुलिं मानहानीया मुद्दा दायर यायेगु मनस्थिति दयेकाच्वंगु खँ सीदुगु दु ।,"April 03, 2019 06:30 AM"
https://nepalbhasatimes.com/19586,न्ह्यइपुख्यः,  ,ख्यालि न्हिली,"स्वम्ह खुँ पुलिसया ल्हातं बचे जुइत छगू गोदामय् सू वन । गोदामय् नं पुलिस दुहां वयेवं स्वम्हं छपाः छपाः बोरा कयाः उकी दुने दुहां वन । पुलिसं न्हापांगु बोराय् लाकामं प्यंकल, उकिं सः पिहां वल ‘म्याउँ म्याउँ ।’ ‘थुकी ला भौचा खनि का !’ पुलिसं थथे धाधां मेगु बोराय् नं उकथं हे लाकामं प्यंकल । बोरा दुने ‘ह्वाउँ ह्वाउँ’ यानाः उया हल । पुलिसं स्वंगू बोराय् १५–२० क्वः हे लाकामं प्यंकल । छुं हे सः पिहां मवयेवं बोरा चायेकाः स्वल । स्वम्हम्ह खुँ बोरां पिहां वँवं म्हय् उसिउसि यायां धाल, ‘बेमानत, थुकी आलु नं ला जुइफु नि !’ ह्ह्ह् जब मनूतय् पाप अप्वया वनी अबलय् इमिगु मृत्यु नं न्ह्यःने थ्यंकः वइ । अथे हे जब मनूतय् लसता अप्वया वनी अबलय् इमिगु इहिपा जुइ ।","April 02, 2019 06:31 AM"
https://nepalbhasatimes.com/24870,न्ह्यइपुख्यः,  ,ख्यालि न्हिली,"मिसा ः प्रिय ! इहिपा लिपा जिं छंगु सकतां दुःख इना काये ! मिजं ः तर जि दुःखी हे गबलय् जुयागु दु धकाः ? मिसा ः यज्जु ! जिं इहिपा न्ह्यःया मखु, इहिपा लिपाया खँ ल्हानाच्वनागु खः । ह्ह्ह् गुकथं मनूतय्सं काय छम्ह व म्ह्याय् छम्ह दयेधुंकाः मेम्ह सन्तान दयेकीमखु । यदि थथे जुया वन धाःसा कन्हय् वनाः ‘ससःकेहेँ’ नांया बांलासे च्वंपिं प्रजातिया हे लोप जुइगु खःला धकाः ग्याःचिकु ब्वलनाच्वंगु दु । ह्ह्ह् छक्वः शेर व द्वँह निम्ह नापं च्वनाः अय्ला त्वनाच्वन । छगू क्वार्टर सिधयेवं शेर अनं दनाः वनेत्यन । अबलय् लाक्क द्वहनं धाल— अरे पासा, अपाय्सकं छेँय् वनेत छाय् हथाय् चायागु ? भचा च्वं ले ? त्वने हे मगाःनि । ‘स्व पासा, छंगु छेँय् ला सा दु’, शेरं धाल— ‘ जिगु छेँय् ला शेरनी दु, खँ थुइके ले पासा !’","September 05, 2019 06:45 AM"
https://nepalbhasatimes.com/25056,न्ह्यइपुख्यः,  ,ख्यालि न्हिली,"राजु ः अहो ! रमेश छ ला गपाय्सकं ल्ह्वना वःगु ! गथे जुयाः थपाय्सकं ल्ह्वंगु छ ? रमेश ः जिमिगु छेँय् फ्रिज मदु । उकिं का ….! राजु ः छ ल्ह्वंगुया स्वापू फ्रिजनापं छु दु ? रमेश ः दु नि, छाय्धाःसां गुलि नं नसाज्वलं ज्वरे याइ व दक्वं नयाः फुकेमाः उकिं ….. ! ह्ह्ह् छगू बांलाःगु सन्देश ः यदि छि थःगु मृत्युलिपा नं मोबाइलय् वइगु एसएमएस, फेसबुकया मेसेज ब्वनेगु इच्छा दुसा ….. ‘मिखा दान यानादिसँ ।’ ह्ह्ह् शिक्षक ः पप्पु थौं छंगु स्कुलया न्हापांगु दिं छंत गथे ताल, छुं न्यनेमाःगु दुसा धुक्क जुयाः न्यँ ! पप्पु ः सर, थन गबलय्निसें विदा शुरु जुइथें ?","September 11, 2019 07:05 AM"
https://nepalbhasatimes.com/25175,न्ह्यइपुख्यः,  ,ख्यालि न्हिली,"थः कलाःया फरमाइश जक न्यँन्यं दिक्क चाःम्ह छम्ह मनुखं कःसिं तिंन्हुया वनेगु विचारं व कःसिइ थहां वन । अबलय् लाक्क वया कलातं धयाहल– ‘न्यनादिसँ सा, थन जिमि पासापिं वःगु दु । छितः म्हसीके माल हँ । छकः थन झासँ !’ ‘आसे न्हि आसे, जि थथें वल’— धाधां भाःतम्ह कुहां वल । ह्ह्ह् छम्ह मारवाडीं हि बियाः छम्ह शेखया ज्या बचे यानाबिल थ्व खनाः लय्ताःम्ह शेखं उम्ह मारवाडीयात छगः मर्सिडिज कार उपहार बिल । शेखयात हाकनं छक्वः उकथं हे हिया आवश्यकता जुल । मारवाडीं हाकनं हि बिल । तर थपालय् धाःसा शेखं वयात लड्डु बिल । मारवाडी (तमं) ः थपालय् छाय् लड्डु जक बियागु ? ‘अरे भाइ सा’ब खँ छु धाःसां– शेखं धाल— ‘आः जिगु म्हय् नं मारवाडीया हे हि बाः वनाच्वंगु दु । उकिं झी थःहे दाजुकिजा जुल नि !","September 15, 2019 07:00 AM"
https://nepalbhasatimes.com/24966,न्ह्यइपुख्यः,  ,ख्यालि न्हिली,"मिसा ः मिजं धइपिं ला नालायक हे जुइ, दकलय् अप्वः आखः ब्वनीपिं धइपिं ला मिसात हे खः । मिजं ः अप्वः फुइँ यायेम्वाः । जिपिं मिजंत जक छु कम धकाः ….. ! मिसा ः मिसातय् न्ह्यःने ला मिजं छु नं मखु का ! मिजं ः का अय्सा छगू न्ह्यसः न्यने उकिया लिसः बिउ । अले जक माने याये । मिसा ः न्ह्यसः छु खः ? न्यँ । मिजं ः व छु चीज खः, गुगु फ्रिजय् तःसां नं गरम हे जुयाच्वनी । मिसा ः ग्व, मसिल । मिजं ः गरम मसला । आः गात मखुला ? ह्ह्ह् यदि कलातं पर्सिया च्वः म्वय्थ्यानाः जँन्हुफाताय् स्वचाकल धाःसा सीकादिसँ ः ‘कि त वं छेँज्या सिधयेकेत्यंगु दु कि मखुसा वं छितः सिधयेकेत्यंगु खः ।’","September 08, 2019 07:03 AM"
https://nepalbhasatimes.com/26500,न्ह्यइपुख्यः,११४० कछलाथ्व अष्टमी,ख्यालि न्हिली,"विश्वया दकलय् भाग्यमानी मनू व हे खः ः— गुम्हेसिया म्ह्याय्या फोटो विश्वया नांजाःगु मोडल म्यागेजिनय् पिहां वइ, गुम्हेसिया कायया फोटो विश्वया धनीपिं व्यक्ति दुथ्याःगु म्यागेजिनय् पिहां वइ, अले गुम्हेसिया गर्लफ्रेन्ड फिल्म स्टारतय् फोटोलिसें पिहां वइ अले गुम्हेसिया कलाः गुगुं नं पत्रिकाय् वेपत्ताया धलखय् पिहां वइ । ह्ह्ह् पुलिस ः छाय्, छु समस्या जुल ? राजु ः स्वयादिसँ ले, जिमि गर्लफ्रेन्ड वेपत्ता जुल ! पुलिस ः गबलेनिसें ? राजु ः मचांनिसें हे …… ! ह्ह्ह् तलबया परिभाषा ः– गुगु वइबलय् ‘टू–जी’या गतिं वइ । तर वनीबलय् धाःसा ‘फोर–जी’या गतिं वनी ।","November 05, 2019 06:45 AM"
